"BehaviorSpace results (NetLogo 6.3.0)"
"project-upgraded.nlogo"
"upgraded-model-less-trap-percentage-0.0-plus-camouflage-100"
"10/29/2022 02:46:20:023 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","yellow-food-percentage","n-shelter","expert-kill-basic-min-energy","n-basic-agent","n-expert-agent","green-food-percentage","basic-agent-camouflage-percentage","trap-percentage","[step]","count basic-agent","count expert-agent"
"11","2.5","5","101","18","18","7","100","0","737","3","18"
"12","2.5","5","101","18","18","7","100","0","601","1","18"
"11","2.5","5","101","18","18","7","100","0","738","3","18"
"12","2.5","5","101","18","18","7","100","0","602","1","18"
"12","2.5","5","101","18","18","7","100","0","603","1","18"
"11","2.5","5","101","18","18","7","100","0","739","3","18"
"12","2.5","5","101","18","18","7","100","0","604","1","18"
"12","2.5","5","101","18","18","7","100","0","605","1","18"
"11","2.5","5","101","18","18","7","100","0","740","3","18"
"12","2.5","5","101","18","18","7","100","0","606","1","18"
"11","2.5","5","101","18","18","7","100","0","741","3","18"
"12","2.5","5","101","18","18","7","100","0","607","1","18"
"12","2.5","5","101","18","18","7","100","0","608","1","18"
"11","2.5","5","101","18","18","7","100","0","742","3","18"
"12","2.5","5","101","18","18","7","100","0","609","1","18"
"12","2.5","5","101","18","18","7","100","0","610","1","18"
"11","2.5","5","101","18","18","7","100","0","743","3","18"
"12","2.5","5","101","18","18","7","100","0","611","1","18"
"12","2.5","5","101","18","18","7","100","0","612","1","18"
"11","2.5","5","101","18","18","7","100","0","744","2","18"
"12","2.5","5","101","18","18","7","100","0","613","1","18"
"11","2.5","5","101","18","18","7","100","0","745","2","18"
"12","2.5","5","101","18","18","7","100","0","614","1","18"
"11","2.5","5","101","18","18","7","100","0","746","2","18"
"12","2.5","5","101","18","18","7","100","0","615","1","18"
"11","2.5","5","101","18","18","7","100","0","747","2","18"
"12","2.5","5","101","18","18","7","100","0","616","1","18"
"11","2.5","5","101","18","18","7","100","0","748","2","18"
"11","2.5","5","101","18","18","7","100","0","749","2","18"
"12","2.5","5","101","18","18","7","100","0","617","1","18"
"12","2.5","5","101","18","18","7","100","0","618","1","18"
"11","2.5","5","101","18","18","7","100","0","750","2","18"
"12","2.5","5","101","18","18","7","100","0","619","1","18"
"11","2.5","5","101","18","18","7","100","0","751","2","18"
"12","2.5","5","101","18","18","7","100","0","620","1","18"
"11","2.5","5","101","18","18","7","100","0","752","2","18"
"12","2.5","5","101","18","18","7","100","0","621","1","18"
"11","2.5","5","101","18","18","7","100","0","753","2","18"
"11","2.5","5","101","18","18","7","100","0","754","2","18"
"12","2.5","5","101","18","18","7","100","0","622","1","18"
"11","2.5","5","101","18","18","7","100","0","755","2","18"
"12","2.5","5","101","18","18","7","100","0","623","1","18"
"11","2.5","5","101","18","18","7","100","0","756","2","18"
"12","2.5","5","101","18","18","7","100","0","624","1","18"
"11","2.5","5","101","18","18","7","100","0","757","2","18"
"12","2.5","5","101","18","18","7","100","0","625","1","18"
"11","2.5","5","101","18","18","7","100","0","758","2","18"
"12","2.5","5","101","18","18","7","100","0","626","1","18"
"11","2.5","5","101","18","18","7","100","0","759","2","18"
"12","2.5","5","101","18","18","7","100","0","627","1","18"
"11","2.5","5","101","18","18","7","100","0","760","2","18"
"12","2.5","5","101","18","18","7","100","0","628","1","18"
"11","2.5","5","101","18","18","7","100","0","761","2","18"
"12","2.5","5","101","18","18","7","100","0","629","1","18"
"11","2.5","5","101","18","18","7","100","0","762","2","18"
"12","2.5","5","101","18","18","7","100","0","630","1","18"
"11","2.5","5","101","18","18","7","100","0","763","2","18"
"12","2.5","5","101","18","18","7","100","0","631","1","18"
"11","2.5","5","101","18","18","7","100","0","764","2","18"
"12","2.5","5","101","18","18","7","100","0","632","1","18"
"11","2.5","5","101","18","18","7","100","0","765","2","18"
"12","2.5","5","101","18","18","7","100","0","633","1","18"
"11","2.5","5","101","18","18","7","100","0","766","2","18"
"11","2.5","5","101","18","18","7","100","0","767","2","18"
"12","2.5","5","101","18","18","7","100","0","634","1","18"
"11","2.5","5","101","18","18","7","100","0","768","2","18"
"11","2.5","5","101","18","18","7","100","0","769","2","18"
"12","2.5","5","101","18","18","7","100","0","635","1","18"
"11","2.5","5","101","18","18","7","100","0","770","2","18"
"11","2.5","5","101","18","18","7","100","0","771","2","18"
"12","2.5","5","101","18","18","7","100","0","636","1","18"
"11","2.5","5","101","18","18","7","100","0","772","2","18"
"12","2.5","5","101","18","18","7","100","0","637","1","18"
"11","2.5","5","101","18","18","7","100","0","773","2","18"
"11","2.5","5","101","18","18","7","100","0","774","2","18"
"12","2.5","5","101","18","18","7","100","0","638","1","18"
"11","2.5","5","101","18","18","7","100","0","775","2","18"
"12","2.5","5","101","18","18","7","100","0","639","1","18"
"11","2.5","5","101","18","18","7","100","0","776","2","18"
"11","2.5","5","101","18","18","7","100","0","777","2","18"
"12","2.5","5","101","18","18","7","100","0","640","1","18"
"11","2.5","5","101","18","18","7","100","0","778","2","18"
"11","2.5","5","101","18","18","7","100","0","779","2","18"
"12","2.5","5","101","18","18","7","100","0","641","1","18"
"11","2.5","5","101","18","18","7","100","0","780","2","18"
"11","2.5","5","101","18","18","7","100","0","781","2","18"
"12","2.5","5","101","18","18","7","100","0","642","1","18"
"11","2.5","5","101","18","18","7","100","0","782","2","18"
"12","2.5","5","101","18","18","7","100","0","643","1","18"
"11","2.5","5","101","18","18","7","100","0","783","2","18"
"11","2.5","5","101","18","18","7","100","0","784","2","18"
"12","2.5","5","101","18","18","7","100","0","644","1","18"
"11","2.5","5","101","18","18","7","100","0","785","2","18"
"11","2.5","5","101","18","18","7","100","0","786","2","18"
"12","2.5","5","101","18","18","7","100","0","645","1","18"
"11","2.5","5","101","18","18","7","100","0","787","2","18"
"12","2.5","5","101","18","18","7","100","0","646","1","18"
"11","2.5","5","101","18","18","7","100","0","788","2","18"
"11","2.5","5","101","18","18","7","100","0","789","2","18"
"12","2.5","5","101","18","18","7","100","0","647","1","18"
"11","2.5","5","101","18","18","7","100","0","790","2","18"
"11","2.5","5","101","18","18","7","100","0","791","2","18"
"12","2.5","5","101","18","18","7","100","0","648","1","18"
"11","2.5","5","101","18","18","7","100","0","792","2","18"
"11","2.5","5","101","18","18","7","100","0","793","2","18"
"12","2.5","5","101","18","18","7","100","0","649","1","18"
"11","2.5","5","101","18","18","7","100","0","794","2","18"
"12","2.5","5","101","18","18","7","100","0","650","1","18"
"11","2.5","5","101","18","18","7","100","0","795","2","18"
"11","2.5","5","101","18","18","7","100","0","796","2","18"
"12","2.5","5","101","18","18","7","100","0","651","1","18"
"11","2.5","5","101","18","18","7","100","0","797","2","18"
"11","2.5","5","101","18","18","7","100","0","798","2","18"
"12","2.5","5","101","18","18","7","100","0","652","1","18"
"11","2.5","5","101","18","18","7","100","0","799","2","18"
"11","2.5","5","101","18","18","7","100","0","800","2","18"
"12","2.5","5","101","18","18","7","100","0","653","1","18"
"11","2.5","5","101","18","18","7","100","0","801","2","18"
"11","2.5","5","101","18","18","7","100","0","802","2","18"
"12","2.5","5","101","18","18","7","100","0","654","1","18"
"11","2.5","5","101","18","18","7","100","0","803","2","18"
"12","2.5","5","101","18","18","7","100","0","655","1","18"
"11","2.5","5","101","18","18","7","100","0","804","2","18"
"11","2.5","5","101","18","18","7","100","0","805","2","18"
"12","2.5","5","101","18","18","7","100","0","656","1","18"
"11","2.5","5","101","18","18","7","100","0","806","2","18"
"11","2.5","5","101","18","18","7","100","0","807","2","18"
"12","2.5","5","101","18","18","7","100","0","657","1","18"
"11","2.5","5","101","18","18","7","100","0","808","2","18"
"11","2.5","5","101","18","18","7","100","0","809","2","18"
"12","2.5","5","101","18","18","7","100","0","658","1","18"
"11","2.5","5","101","18","18","7","100","0","810","2","18"
"11","2.5","5","101","18","18","7","100","0","811","2","18"
"12","2.5","5","101","18","18","7","100","0","659","1","18"
"11","2.5","5","101","18","18","7","100","0","812","2","18"
"12","2.5","5","101","18","18","7","100","0","660","1","18"
"11","2.5","5","101","18","18","7","100","0","813","2","18"
"1","2.5","5","101","18","18","7","100","0","48","18","18"
"11","2.5","5","101","18","18","7","100","0","814","2","18"
"12","2.5","5","101","18","18","7","100","0","661","1","18"
"11","2.5","5","101","18","18","7","100","0","815","2","18"
"11","2.5","5","101","18","18","7","100","0","816","2","18"
"12","2.5","5","101","18","18","7","100","0","662","1","18"
"11","2.5","5","101","18","18","7","100","0","817","2","18"
"11","2.5","5","101","18","18","7","100","0","818","2","18"
"12","2.5","5","101","18","18","7","100","0","663","1","18"
"11","2.5","5","101","18","18","7","100","0","819","2","18"
"12","2.5","5","101","18","18","7","100","0","664","1","18"
"11","2.5","5","101","18","18","7","100","0","820","2","18"
"11","2.5","5","101","18","18","7","100","0","821","2","18"
"12","2.5","5","101","18","18","7","100","0","665","1","18"
"11","2.5","5","101","18","18","7","100","0","822","2","18"
"12","2.5","5","101","18","18","7","100","0","666","1","18"
"11","2.5","5","101","18","18","7","100","0","823","2","18"
"12","2.5","5","101","18","18","7","100","0","667","1","18"
"11","2.5","5","101","18","18","7","100","0","824","2","18"
"12","2.5","5","101","18","18","7","100","0","668","1","18"
"11","2.5","5","101","18","18","7","100","0","825","2","18"
"11","2.5","5","101","18","18","7","100","0","826","2","18"
"12","2.5","5","101","18","18","7","100","0","669","1","18"
"11","2.5","5","101","18","18","7","100","0","827","2","18"
"11","2.5","5","101","18","18","7","100","0","828","2","18"
"12","2.5","5","101","18","18","7","100","0","670","1","18"
"11","2.5","5","101","18","18","7","100","0","829","2","18"
"11","2.5","5","101","18","18","7","100","0","830","2","18"
"12","2.5","5","101","18","18","7","100","0","671","1","18"
"11","2.5","5","101","18","18","7","100","0","831","2","18"
"12","2.5","5","101","18","18","7","100","0","672","1","18"
"11","2.5","5","101","18","18","7","100","0","832","2","18"
"12","2.5","5","101","18","18","7","100","0","673","1","18"
"11","2.5","5","101","18","18","7","100","0","833","2","18"
"11","2.5","5","101","18","18","7","100","0","834","2","18"
"12","2.5","5","101","18","18","7","100","0","674","1","18"
"11","2.5","5","101","18","18","7","100","0","835","2","18"
"12","2.5","5","101","18","18","7","100","0","675","1","18"
"11","2.5","5","101","18","18","7","100","0","836","2","18"
"11","2.5","5","101","18","18","7","100","0","837","2","18"
"12","2.5","5","101","18","18","7","100","0","676","1","18"
"11","2.5","5","101","18","18","7","100","0","838","2","18"
"11","2.5","5","101","18","18","7","100","0","839","2","18"
"12","2.5","5","101","18","18","7","100","0","677","1","18"
"11","2.5","5","101","18","18","7","100","0","840","2","18"
"11","2.5","5","101","18","18","7","100","0","841","2","18"
"12","2.5","5","101","18","18","7","100","0","678","1","18"
"11","2.5","5","101","18","18","7","100","0","842","2","18"
"12","2.5","5","101","18","18","7","100","0","679","1","18"
"11","2.5","5","101","18","18","7","100","0","843","2","18"
"11","2.5","5","101","18","18","7","100","0","844","2","18"
"12","2.5","5","101","18","18","7","100","0","680","1","18"
"11","2.5","5","101","18","18","7","100","0","845","2","18"
"12","2.5","5","101","18","18","7","100","0","681","1","18"
"11","2.5","5","101","18","18","7","100","0","846","2","18"
"11","2.5","5","101","18","18","7","100","0","847","2","18"
"12","2.5","5","101","18","18","7","100","0","682","1","18"
"11","2.5","5","101","18","18","7","100","0","848","2","18"
"12","2.5","5","101","18","18","7","100","0","683","1","18"
"11","2.5","5","101","18","18","7","100","0","849","2","18"
"11","2.5","5","101","18","18","7","100","0","850","2","18"
"11","2.5","5","101","18","18","7","100","0","851","2","18"
"12","2.5","5","101","18","18","7","100","0","684","1","18"
"11","2.5","5","101","18","18","7","100","0","852","2","18"
"12","2.5","5","101","18","18","7","100","0","685","1","18"
"11","2.5","5","101","18","18","7","100","0","853","2","18"
"11","2.5","5","101","18","18","7","100","0","854","2","18"
"12","2.5","5","101","18","18","7","100","0","686","1","18"
"11","2.5","5","101","18","18","7","100","0","855","2","18"
"11","2.5","5","101","18","18","7","100","0","856","2","18"
"12","2.5","5","101","18","18","7","100","0","687","1","18"
"11","2.5","5","101","18","18","7","100","0","857","2","18"
"11","2.5","5","101","18","18","7","100","0","858","2","18"
"12","2.5","5","101","18","18","7","100","0","688","1","18"
"11","2.5","5","101","18","18","7","100","0","859","2","18"
"12","2.5","5","101","18","18","7","100","0","689","1","18"
"11","2.5","5","101","18","18","7","100","0","860","2","18"
"11","2.5","5","101","18","18","7","100","0","861","2","18"
"12","2.5","5","101","18","18","7","100","0","690","1","18"
"11","2.5","5","101","18","18","7","100","0","862","2","18"
"12","2.5","5","101","18","18","7","100","0","691","1","18"
"11","2.5","5","101","18","18","7","100","0","863","2","18"
"11","2.5","5","101","18","18","7","100","0","864","2","18"
"12","2.5","5","101","18","18","7","100","0","692","1","18"
"11","2.5","5","101","18","18","7","100","0","865","2","18"
"11","2.5","5","101","18","18","7","100","0","866","2","18"
"12","2.5","5","101","18","18","7","100","0","693","1","18"
"11","2.5","5","101","18","18","7","100","0","867","2","18"
"11","2.5","5","101","18","18","7","100","0","868","2","18"
"12","2.5","5","101","18","18","7","100","0","694","1","18"
"11","2.5","5","101","18","18","7","100","0","869","2","18"
"11","2.5","5","101","18","18","7","100","0","870","2","18"
"12","2.5","5","101","18","18","7","100","0","695","1","18"
"11","2.5","5","101","18","18","7","100","0","871","2","18"
"11","2.5","5","101","18","18","7","100","0","872","2","18"
"12","2.5","5","101","18","18","7","100","0","696","1","18"
"11","2.5","5","101","18","18","7","100","0","873","2","18"
"12","2.5","5","101","18","18","7","100","0","697","1","18"
"11","2.5","5","101","18","18","7","100","0","874","2","18"
"12","2.5","5","101","18","18","7","100","0","698","1","18"
"11","2.5","5","101","18","18","7","100","0","875","2","18"
"11","2.5","5","101","18","18","7","100","0","876","2","18"
"12","2.5","5","101","18","18","7","100","0","699","1","18"
"11","2.5","5","101","18","18","7","100","0","877","2","18"
"11","2.5","5","101","18","18","7","100","0","878","2","18"
"12","2.5","5","101","18","18","7","100","0","700","1","18"
"11","2.5","5","101","18","18","7","100","0","879","2","18"
"12","2.5","5","101","18","18","7","100","0","701","1","18"
"11","2.5","5","101","18","18","7","100","0","880","2","18"
"11","2.5","5","101","18","18","7","100","0","881","2","18"
"12","2.5","5","101","18","18","7","100","0","702","1","18"
"11","2.5","5","101","18","18","7","100","0","882","2","18"
"12","2.5","5","101","18","18","7","100","0","703","1","18"
"11","2.5","5","101","18","18","7","100","0","883","2","18"
"11","2.5","5","101","18","18","7","100","0","884","2","18"
"12","2.5","5","101","18","18","7","100","0","704","1","18"
"11","2.5","5","101","18","18","7","100","0","885","2","18"
"12","2.5","5","101","18","18","7","100","0","705","1","18"
"11","2.5","5","101","18","18","7","100","0","886","2","18"
"11","2.5","5","101","18","18","7","100","0","887","2","18"
"12","2.5","5","101","18","18","7","100","0","706","1","18"
"11","2.5","5","101","18","18","7","100","0","888","2","18"
"12","2.5","5","101","18","18","7","100","0","707","1","18"
"11","2.5","5","101","18","18","7","100","0","889","2","18"
"11","2.5","5","101","18","18","7","100","0","890","2","18"
"12","2.5","5","101","18","18","7","100","0","708","1","18"
"11","2.5","5","101","18","18","7","100","0","891","2","18"
"11","2.5","5","101","18","18","7","100","0","892","2","18"
"12","2.5","5","101","18","18","7","100","0","709","1","18"
"11","2.5","5","101","18","18","7","100","0","893","2","18"
"12","2.5","5","101","18","18","7","100","0","710","1","18"
"11","2.5","5","101","18","18","7","100","0","894","2","18"
"11","2.5","5","101","18","18","7","100","0","895","2","18"
"12","2.5","5","101","18","18","7","100","0","711","1","18"
"11","2.5","5","101","18","18","7","100","0","896","2","18"
"11","2.5","5","101","18","18","7","100","0","897","2","18"
"12","2.5","5","101","18","18","7","100","0","712","1","18"
"11","2.5","5","101","18","18","7","100","0","898","2","18"
"12","2.5","5","101","18","18","7","100","0","713","1","18"
"11","2.5","5","101","18","18","7","100","0","899","2","18"
"11","2.5","5","101","18","18","7","100","0","900","2","18"
"12","2.5","5","101","18","18","7","100","0","714","1","18"
"11","2.5","5","101","18","18","7","100","0","901","2","18"
"12","2.5","5","101","18","18","7","100","0","715","1","18"
"11","2.5","5","101","18","18","7","100","0","902","2","18"
"11","2.5","5","101","18","18","7","100","0","903","2","18"
"12","2.5","5","101","18","18","7","100","0","716","1","18"
"11","2.5","5","101","18","18","7","100","0","904","2","18"
"11","2.5","5","101","18","18","7","100","0","905","2","18"
"12","2.5","5","101","18","18","7","100","0","717","0","18"
"11","2.5","5","101","18","18","7","100","0","906","2","18"
"12","2.5","5","101","18","18","7","100","0","718","0","18"
"11","2.5","5","101","18","18","7","100","0","907","2","18"
"12","2.5","5","101","18","18","7","100","0","719","0","18"
"11","2.5","5","101","18","18","7","100","0","908","2","18"
"11","2.5","5","101","18","18","7","100","0","909","2","18"
"12","2.5","5","101","18","18","7","100","0","720","0","18"
"11","2.5","5","101","18","18","7","100","0","910","2","18"
"12","2.5","5","101","18","18","7","100","0","721","0","18"
"11","2.5","5","101","18","18","7","100","0","911","2","18"
"11","2.5","5","101","18","18","7","100","0","912","2","18"
"12","2.5","5","101","18","18","7","100","0","722","0","18"
"11","2.5","5","101","18","18","7","100","0","913","2","18"
"12","2.5","5","101","18","18","7","100","0","723","0","18"
"11","2.5","5","101","18","18","7","100","0","914","2","18"
"11","2.5","5","101","18","18","7","100","0","915","2","18"
"12","2.5","5","101","18","18","7","100","0","724","0","18"
"11","2.5","5","101","18","18","7","100","0","916","2","18"
"12","2.5","5","101","18","18","7","100","0","725","0","18"
"11","2.5","5","101","18","18","7","100","0","917","2","18"
"11","2.5","5","101","18","18","7","100","0","918","2","18"
"12","2.5","5","101","18","18","7","100","0","726","0","18"
"11","2.5","5","101","18","18","7","100","0","919","2","18"
"12","2.5","5","101","18","18","7","100","0","727","0","18"
"11","2.5","5","101","18","18","7","100","0","920","2","18"
"12","2.5","5","101","18","18","7","100","0","728","0","18"
"11","2.5","5","101","18","18","7","100","0","921","2","18"
"11","2.5","5","101","18","18","7","100","0","922","2","18"
"12","2.5","5","101","18","18","7","100","0","729","0","18"
"11","2.5","5","101","18","18","7","100","0","923","2","18"
"12","2.5","5","101","18","18","7","100","0","730","0","18"
"11","2.5","5","101","18","18","7","100","0","924","2","18"
"11","2.5","5","101","18","18","7","100","0","925","2","18"
"12","2.5","5","101","18","18","7","100","0","731","0","18"
"11","2.5","5","101","18","18","7","100","0","926","2","18"
"12","2.5","5","101","18","18","7","100","0","732","0","18"
"11","2.5","5","101","18","18","7","100","0","927","2","18"
"12","2.5","5","101","18","18","7","100","0","733","0","18"
"11","2.5","5","101","18","18","7","100","0","928","2","18"
"12","2.5","5","101","18","18","7","100","0","734","0","18"
"11","2.5","5","101","18","18","7","100","0","929","2","18"
"12","2.5","5","101","18","18","7","100","0","735","0","18"
"11","2.5","5","101","18","18","7","100","0","930","2","18"
"11","2.5","5","101","18","18","7","100","0","931","2","18"
"12","2.5","5","101","18","18","7","100","0","736","0","18"
"11","2.5","5","101","18","18","7","100","0","932","2","18"
"12","2.5","5","101","18","18","7","100","0","737","0","18"
"11","2.5","5","101","18","18","7","100","0","933","2","18"
"12","2.5","5","101","18","18","7","100","0","738","0","18"
"11","2.5","5","101","18","18","7","100","0","934","2","18"
"12","2.5","5","101","18","18","7","100","0","739","0","18"
"12","2.5","5","101","18","18","7","100","0","740","0","18"
"11","2.5","5","101","18","18","7","100","0","935","2","18"
"12","2.5","5","101","18","18","7","100","0","741","0","18"
"11","2.5","5","101","18","18","7","100","0","936","2","18"
"12","2.5","5","101","18","18","7","100","0","742","0","18"
"11","2.5","5","101","18","18","7","100","0","937","2","18"
"12","2.5","5","101","18","18","7","100","0","743","0","18"
"12","2.5","5","101","18","18","7","100","0","744","0","18"
"11","2.5","5","101","18","18","7","100","0","938","2","18"
"12","2.5","5","101","18","18","7","100","0","745","0","18"
"11","2.5","5","101","18","18","7","100","0","939","2","18"
"12","2.5","5","101","18","18","7","100","0","746","0","18"
"12","2.5","5","101","18","18","7","100","0","747","0","18"
"11","2.5","5","101","18","18","7","100","0","940","2","18"
"12","2.5","5","101","18","18","7","100","0","748","0","18"
"11","2.5","5","101","18","18","7","100","0","941","2","18"
"12","2.5","5","101","18","18","7","100","0","749","0","18"
"11","2.5","5","101","18","18","7","100","0","942","2","18"
"12","2.5","5","101","18","18","7","100","0","750","0","18"
"11","2.5","5","101","18","18","7","100","0","943","2","18"
"12","2.5","5","101","18","18","7","100","0","751","0","18"
"11","2.5","5","101","18","18","7","100","0","944","2","18"
"12","2.5","5","101","18","18","7","100","0","752","0","18"
"11","2.5","5","101","18","18","7","100","0","945","2","18"
"12","2.5","5","101","18","18","7","100","0","753","0","18"
"11","2.5","5","101","18","18","7","100","0","946","2","18"
"11","2.5","5","101","18","18","7","100","0","947","2","18"
"12","2.5","5","101","18","18","7","100","0","754","0","18"
"11","2.5","5","101","18","18","7","100","0","948","2","18"
"12","2.5","5","101","18","18","7","100","0","755","0","18"
"11","2.5","5","101","18","18","7","100","0","949","2","18"
"11","2.5","5","101","18","18","7","100","0","950","2","18"
"12","2.5","5","101","18","18","7","100","0","756","0","18"
"11","2.5","5","101","18","18","7","100","0","951","2","18"
"12","2.5","5","101","18","18","7","100","0","757","0","18"
"11","2.5","5","101","18","18","7","100","0","952","2","18"
"12","2.5","5","101","18","18","7","100","0","758","0","18"
"11","2.5","5","101","18","18","7","100","0","953","2","18"
"12","2.5","5","101","18","18","7","100","0","759","0","18"
"11","2.5","5","101","18","18","7","100","0","954","2","18"
"12","2.5","5","101","18","18","7","100","0","760","0","18"
"11","2.5","5","101","18","18","7","100","0","955","2","18"
"12","2.5","5","101","18","18","7","100","0","761","0","18"
"11","2.5","5","101","18","18","7","100","0","956","2","18"
"12","2.5","5","101","18","18","7","100","0","762","0","18"
"11","2.5","5","101","18","18","7","100","0","957","2","18"
"12","2.5","5","101","18","18","7","100","0","763","0","18"
"11","2.5","5","101","18","18","7","100","0","958","2","18"
"12","2.5","5","101","18","18","7","100","0","764","0","18"
"11","2.5","5","101","18","18","7","100","0","959","2","18"
"12","2.5","5","101","18","18","7","100","0","765","0","18"
"11","2.5","5","101","18","18","7","100","0","960","2","18"
"12","2.5","5","101","18","18","7","100","0","766","0","18"
"11","2.5","5","101","18","18","7","100","0","961","2","18"
"12","2.5","5","101","18","18","7","100","0","767","0","18"
"11","2.5","5","101","18","18","7","100","0","962","2","18"
"12","2.5","5","101","18","18","7","100","0","768","0","18"
"11","2.5","5","101","18","18","7","100","0","963","2","18"
"12","2.5","5","101","18","18","7","100","0","769","0","18"
"11","2.5","5","101","18","18","7","100","0","964","2","18"
"12","2.5","5","101","18","18","7","100","0","770","0","18"
"11","2.5","5","101","18","18","7","100","0","965","2","18"
"12","2.5","5","101","18","18","7","100","0","771","0","18"
"11","2.5","5","101","18","18","7","100","0","966","2","18"
"11","2.5","5","101","18","18","7","100","0","967","2","18"
"12","2.5","5","101","18","18","7","100","0","772","0","18"
"11","2.5","5","101","18","18","7","100","0","968","2","18"
"12","2.5","5","101","18","18","7","100","0","773","0","18"
"11","2.5","5","101","18","18","7","100","0","969","2","18"
"11","2.5","5","101","18","18","7","100","0","970","2","18"
"12","2.5","5","101","18","18","7","100","0","774","0","18"
"11","2.5","5","101","18","18","7","100","0","971","2","18"
"12","2.5","5","101","18","18","7","100","0","775","0","18"
"11","2.5","5","101","18","18","7","100","0","972","2","18"
"11","2.5","5","101","18","18","7","100","0","973","2","18"
"12","2.5","5","101","18","18","7","100","0","776","0","18"
"11","2.5","5","101","18","18","7","100","0","974","2","18"
"12","2.5","5","101","18","18","7","100","0","777","0","18"
"11","2.5","5","101","18","18","7","100","0","975","2","18"
"12","2.5","5","101","18","18","7","100","0","778","0","18"
"11","2.5","5","101","18","18","7","100","0","976","2","18"
"12","2.5","5","101","18","18","7","100","0","779","0","18"
"11","2.5","5","101","18","18","7","100","0","977","2","18"
"12","2.5","5","101","18","18","7","100","0","780","0","18"
"11","2.5","5","101","18","18","7","100","0","978","2","18"
"12","2.5","5","101","18","18","7","100","0","781","0","18"
"11","2.5","5","101","18","18","7","100","0","979","2","18"
"12","2.5","5","101","18","18","7","100","0","782","0","18"
"12","2.5","5","101","18","18","7","100","0","783","0","18"
"11","2.5","5","101","18","18","7","100","0","980","2","18"
"12","2.5","5","101","18","18","7","100","0","784","0","18"
"11","2.5","5","101","18","18","7","100","0","981","2","18"
"12","2.5","5","101","18","18","7","100","0","785","0","18"
"11","2.5","5","101","18","18","7","100","0","982","2","18"
"12","2.5","5","101","18","18","7","100","0","786","0","18"
"11","2.5","5","101","18","18","7","100","0","983","2","18"
"12","2.5","5","101","18","18","7","100","0","787","0","18"
"11","2.5","5","101","18","18","7","100","0","984","2","18"
"12","2.5","5","101","18","18","7","100","0","788","0","18"
"11","2.5","5","101","18","18","7","100","0","985","2","18"
"12","2.5","5","101","18","18","7","100","0","789","0","18"
"11","2.5","5","101","18","18","7","100","0","986","2","18"
"12","2.5","5","101","18","18","7","100","0","790","0","18"
"11","2.5","5","101","18","18","7","100","0","987","2","18"
"12","2.5","5","101","18","18","7","100","0","791","0","18"
"11","2.5","5","101","18","18","7","100","0","988","2","18"
"12","2.5","5","101","18","18","7","100","0","792","0","18"
"12","2.5","5","101","18","18","7","100","0","793","0","18"
"11","2.5","5","101","18","18","7","100","0","989","2","18"
"12","2.5","5","101","18","18","7","100","0","794","0","18"
"11","2.5","5","101","18","18","7","100","0","990","2","18"
"12","2.5","5","101","18","18","7","100","0","795","0","18"
"11","2.5","5","101","18","18","7","100","0","991","2","18"
"12","2.5","5","101","18","18","7","100","0","796","0","18"
"11","2.5","5","101","18","18","7","100","0","992","2","18"
"12","2.5","5","101","18","18","7","100","0","797","0","18"
"11","2.5","5","101","18","18","7","100","0","993","2","18"
"12","2.5","5","101","18","18","7","100","0","798","0","18"
"11","2.5","5","101","18","18","7","100","0","994","2","18"
"12","2.5","5","101","18","18","7","100","0","799","0","18"
"11","2.5","5","101","18","18","7","100","0","995","2","18"
"12","2.5","5","101","18","18","7","100","0","800","0","18"
"11","2.5","5","101","18","18","7","100","0","996","2","18"
"12","2.5","5","101","18","18","7","100","0","801","0","18"
"11","2.5","5","101","18","18","7","100","0","997","2","18"
"12","2.5","5","101","18","18","7","100","0","802","0","18"
"11","2.5","5","101","18","18","7","100","0","998","2","18"
"12","2.5","5","101","18","18","7","100","0","803","0","18"
"1","2.5","5","101","18","18","7","100","0","49","18","18"
"11","2.5","5","101","18","18","7","100","0","999","2","18"
"12","2.5","5","101","18","18","7","100","0","804","0","18"
"11","2.5","5","101","18","18","7","100","0","1000","2","18"
"12","2.5","5","101","18","18","7","100","0","805","0","18"
"12","2.5","5","101","18","18","7","100","0","806","0","18"
"12","2.5","5","101","18","18","7","100","0","807","0","18"
"12","2.5","5","101","18","18","7","100","0","808","0","18"
"12","2.5","5","101","18","18","7","100","0","809","0","18"
"12","2.5","5","101","18","18","7","100","0","810","0","18"
"13","2.5","5","101","18","18","7","100","0","0","18","18"
"12","2.5","5","101","18","18","7","100","0","811","0","18"
"13","2.5","5","101","18","18","7","100","0","1","18","18"
"12","2.5","5","101","18","18","7","100","0","812","0","18"
"13","2.5","5","101","18","18","7","100","0","2","18","18"
"12","2.5","5","101","18","18","7","100","0","813","0","18"
"13","2.5","5","101","18","18","7","100","0","3","18","18"
"13","2.5","5","101","18","18","7","100","0","4","18","18"
"12","2.5","5","101","18","18","7","100","0","814","0","18"
"13","2.5","5","101","18","18","7","100","0","5","18","18"
"12","2.5","5","101","18","18","7","100","0","815","0","18"
"13","2.5","5","101","18","18","7","100","0","6","18","18"
"12","2.5","5","101","18","18","7","100","0","816","0","18"
"13","2.5","5","101","18","18","7","100","0","7","18","18"
"13","2.5","5","101","18","18","7","100","0","8","18","18"
