"BehaviorSpace results (NetLogo 6.3.0)"
"project.nlogo"
"Experiencia05"
"10/18/2022 10:59:11:574 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","yellow-food-percentage","n-shelter","n-basic-agent","green-food-percentage","n-expert-agent","trap-percentage","[step]","count basic-agent","count expert-agent"
"3","0","0","5","0","5","0.4","31","2","4"
"4","0","0","5","0","5","0.4","31","3","5"
"3","0","0","5","0","5","0.4","32","2","4"
"2","0","0","5","0","5","0.4","34","3","4"
"4","0","0","5","0","5","0.4","32","3","5"
"3","0","0","5","0","5","0.4","33","2","4"
"2","0","0","5","0","5","0.4","35","3","4"
"4","0","0","5","0","5","0.4","33","3","5"
"3","0","0","5","0","5","0.4","34","2","4"
"2","0","0","5","0","5","0.4","36","3","4"
"4","0","0","5","0","5","0.4","34","2","5"
"2","0","0","5","0","5","0.4","37","3","4"
"4","0","0","5","0","5","0.4","35","2","5"
"3","0","0","5","0","5","0.4","35","2","3"
"2","0","0","5","0","5","0.4","38","3","4"
"3","0","0","5","0","5","0.4","36","2","3"
"4","0","0","5","0","5","0.4","36","2","5"
"2","0","0","5","0","5","0.4","39","3","4"
"3","0","0","5","0","5","0.4","37","2","3"
"4","0","0","5","0","5","0.4","37","2","5"
"3","0","0","5","0","5","0.4","38","2","3"
"4","0","0","5","0","5","0.4","38","2","5"
"2","0","0","5","0","5","0.4","40","3","3"
"3","0","0","5","0","5","0.4","39","2","3"
"4","0","0","5","0","5","0.4","39","2","5"
"2","0","0","5","0","5","0.4","41","3","3"
"3","0","0","5","0","5","0.4","40","2","3"
"2","0","0","5","0","5","0.4","42","3","3"
"4","0","0","5","0","5","0.4","40","2","5"
"3","0","0","5","0","5","0.4","41","2","3"
"2","0","0","5","0","5","0.4","43","3","3"
"3","0","0","5","0","5","0.4","42","2","3"
"4","0","0","5","0","5","0.4","41","2","5"
"2","0","0","5","0","5","0.4","44","3","3"
"3","0","0","5","0","5","0.4","43","2","3"
"4","0","0","5","0","5","0.4","42","2","5"
"3","0","0","5","0","5","0.4","44","2","3"
"2","0","0","5","0","5","0.4","45","3","3"
"4","0","0","5","0","5","0.4","43","2","5"
"3","0","0","5","0","5","0.4","45","2","3"
"2","0","0","5","0","5","0.4","46","3","3"
"4","0","0","5","0","5","0.4","44","2","5"
"3","0","0","5","0","5","0.4","46","2","3"
"2","0","0","5","0","5","0.4","47","2","3"
"4","0","0","5","0","5","0.4","45","2","5"
"3","0","0","5","0","5","0.4","47","2","3"
"4","0","0","5","0","5","0.4","46","2","5"
"4","0","0","5","0","5","0.4","47","2","5"
"3","0","0","5","0","5","0.4","48","2","3"
"2","0","0","5","0","5","0.4","48","2","3"
"4","0","0","5","0","5","0.4","48","2","5"
"3","0","0","5","0","5","0.4","49","2","3"
"3","0","0","5","0","5","0.4","50","2","3"
"4","0","0","5","0","5","0.4","49","2","5"
"2","0","0","5","0","5","0.4","49","2","3"
"3","0","0","5","0","5","0.4","51","2","3"
"4","0","0","5","0","5","0.4","50","2","5"
"2","0","0","5","0","5","0.4","50","2","2"
"3","0","0","5","0","5","0.4","52","1","3"
"4","0","0","5","0","5","0.4","51","2","5"
"2","0","0","5","0","5","0.4","51","2","2"
"3","0","0","5","0","5","0.4","53","1","3"
"4","0","0","5","0","5","0.4","52","2","5"
"2","0","0","5","0","5","0.4","52","1","2"
"3","0","0","5","0","5","0.4","54","1","3"
"4","0","0","5","0","5","0.4","53","2","5"
"2","0","0","5","0","5","0.4","53","1","2"
"3","0","0","5","0","5","0.4","55","1","3"
"4","0","0","5","0","5","0.4","54","2","5"
"2","0","0","5","0","5","0.4","54","1","2"
"3","0","0","5","0","5","0.4","56","1","3"
"2","0","0","5","0","5","0.4","55","1","2"
"3","0","0","5","0","5","0.4","57","1","3"
"4","0","0","5","0","5","0.4","55","2","5"
"2","0","0","5","0","5","0.4","56","1","2"
"3","0","0","5","0","5","0.4","58","1","3"
"4","0","0","5","0","5","0.4","56","2","5"
"2","0","0","5","0","5","0.4","57","1","2"
"3","0","0","5","0","5","0.4","59","1","3"
"3","0","0","5","0","5","0.4","60","1","3"
"2","0","0","5","0","5","0.4","58","1","2"
"4","0","0","5","0","5","0.4","57","2","5"
"3","0","0","5","0","5","0.4","61","1","3"
"2","0","0","5","0","5","0.4","59","1","2"
"4","0","0","5","0","5","0.4","58","2","5"
"3","0","0","5","0","5","0.4","62","1","3"
"2","0","0","5","0","5","0.4","60","1","2"
"4","0","0","5","0","5","0.4","59","2","5"
"3","0","0","5","0","5","0.4","63","1","3"
"2","0","0","5","0","5","0.4","61","1","2"
"2","0","0","5","0","5","0.4","62","1","2"
"4","0","0","5","0","5","0.4","60","2","5"
"3","0","0","5","0","5","0.4","64","1","2"
"2","0","0","5","0","5","0.4","63","1","2"
"3","0","0","5","0","5","0.4","65","1","2"
"2","0","0","5","0","5","0.4","64","1","2"
"4","0","0","5","0","5","0.4","61","2","5"
"3","0","0","5","0","5","0.4","66","1","2"
"2","0","0","5","0","5","0.4","65","1","2"
"4","0","0","5","0","5","0.4","62","2","5"
"3","0","0","5","0","5","0.4","67","1","2"
"2","0","0","5","0","5","0.4","66","1","2"
"3","0","0","5","0","5","0.4","68","1","2"
"4","0","0","5","0","5","0.4","63","2","5"
"2","0","0","5","0","5","0.4","67","1","2"
"3","0","0","5","0","5","0.4","69","1","2"
"2","0","0","5","0","5","0.4","68","1","2"
"3","0","0","5","0","5","0.4","70","1","2"
"4","0","0","5","0","5","0.4","64","2","5"
"2","0","0","5","0","5","0.4","69","1","2"
"3","0","0","5","0","5","0.4","71","1","2"
"2","0","0","5","0","5","0.4","70","1","2"
"4","0","0","5","0","5","0.4","65","2","5"
"3","0","0","5","0","5","0.4","72","1","2"
"2","0","0","5","0","5","0.4","71","1","2"
"4","0","0","5","0","5","0.4","66","2","5"
"2","0","0","5","0","5","0.4","72","1","2"
"4","0","0","5","0","5","0.4","67","2","5"
"2","0","0","5","0","5","0.4","73","1","2"
"3","0","0","5","0","5","0.4","73","1","2"
"2","0","0","5","0","5","0.4","74","1","2"
"4","0","0","5","0","5","0.4","68","2","5"
"3","0","0","5","0","5","0.4","74","1","2"
"2","0","0","5","0","5","0.4","75","1","2"
"4","0","0","5","0","5","0.4","69","2","5"
"3","0","0","5","0","5","0.4","75","1","2"
"2","0","0","5","0","5","0.4","76","1","2"
"3","0","0","5","0","5","0.4","76","1","2"
"4","0","0","5","0","5","0.4","70","2","5"
"2","0","0","5","0","5","0.4","77","1","2"
"2","0","0","5","0","5","0.4","78","1","2"
"4","0","0","5","0","5","0.4","71","2","5"
"3","0","0","5","0","5","0.4","77","1","2"
"2","0","0","5","0","5","0.4","79","1","2"
"3","0","0","5","0","5","0.4","78","1","2"
"2","0","0","5","0","5","0.4","80","1","1"
"4","0","0","5","0","5","0.4","72","2","4"
"3","0","0","5","0","5","0.4","79","1","2"
"2","0","0","5","0","5","0.4","81","1","1"
"4","0","0","5","0","5","0.4","73","2","4"
"2","0","0","5","0","5","0.4","82","1","1"
"3","0","0","5","0","5","0.4","80","1","1"
"2","0","0","5","0","5","0.4","83","1","1"
"2","0","0","5","0","5","0.4","84","1","1"
"3","0","0","5","0","5","0.4","81","1","1"
"4","0","0","5","0","5","0.4","74","2","4"
"2","0","0","5","0","5","0.4","85","1","1"
"3","0","0","5","0","5","0.4","82","1","1"
"4","0","0","5","0","5","0.4","75","2","4"
"2","0","0","5","0","5","0.4","86","1","1"
"3","0","0","5","0","5","0.4","83","1","1"
"2","0","0","5","0","5","0.4","87","1","1"
"4","0","0","5","0","5","0.4","76","2","4"
"3","0","0","5","0","5","0.4","84","1","1"
"2","0","0","5","0","5","0.4","88","1","1"
"3","0","0","5","0","5","0.4","85","1","1"
"4","0","0","5","0","5","0.4","77","2","4"
"2","0","0","5","0","5","0.4","89","1","1"
"2","0","0","5","0","5","0.4","90","1","1"
"4","0","0","5","0","5","0.4","78","2","4"
"3","0","0","5","0","5","0.4","86","1","1"
"2","0","0","5","0","5","0.4","91","1","1"
"3","0","0","5","0","5","0.4","87","1","1"
"2","0","0","5","0","5","0.4","92","1","1"
"3","0","0","5","0","5","0.4","88","1","1"
"4","0","0","5","0","5","0.4","79","2","4"
"3","0","0","5","0","5","0.4","89","1","1"
"2","0","0","5","0","5","0.4","93","1","1"
"4","0","0","5","0","5","0.4","80","2","4"
"3","0","0","5","0","5","0.4","90","1","1"
"2","0","0","5","0","5","0.4","94","1","1"
"4","0","0","5","0","5","0.4","81","2","4"
"2","0","0","5","0","5","0.4","95","1","1"
"3","0","0","5","0","5","0.4","91","1","1"
"2","0","0","5","0","5","0.4","96","1","1"
"4","0","0","5","0","5","0.4","82","2","4"
"3","0","0","5","0","5","0.4","92","1","1"
"2","0","0","5","0","5","0.4","97","1","1"
"3","0","0","5","0","5","0.4","93","1","1"
"2","0","0","5","0","5","0.4","98","1","1"
"2","0","0","5","0","5","0.4","99","1","1"
"3","0","0","5","0","5","0.4","94","1","1"
"4","0","0","5","0","5","0.4","83","1","4"
"4","0","0","5","0","5","0.4","84","1","4"
"3","0","0","5","0","5","0.4","95","1","1"
"2","0","0","5","0","5","0.4","100","0","1"
"2","0","0","5","0","5","0.4","101","0","1"
"3","0","0","5","0","5","0.4","96","1","1"
"2","0","0","5","0","5","0.4","102","0","1"
"3","0","0","5","0","5","0.4","97","1","1"
"2","0","0","5","0","5","0.4","103","0","1"
"3","0","0","5","0","5","0.4","98","1","1"
"4","0","0","5","0","5","0.4","85","1","4"
"2","0","0","5","0","5","0.4","104","0","1"
"3","0","0","5","0","5","0.4","99","1","1"
"2","0","0","5","0","5","0.4","105","0","1"
"4","0","0","5","0","5","0.4","86","1","4"
"2","0","0","5","0","5","0.4","106","0","1"
"2","0","0","5","0","5","0.4","107","0","1"
"4","0","0","5","0","5","0.4","87","1","4"
"2","0","0","5","0","5","0.4","108","0","1"
"2","0","0","5","0","5","0.4","109","0","1"
"4","0","0","5","0","5","0.4","88","1","4"
"4","0","0","5","0","5","0.4","89","1","4"
"2","0","0","5","0","5","0.4","110","0","1"
"2","0","0","5","0","5","0.4","111","0","1"
"4","0","0","5","0","5","0.4","90","1","4"
"2","0","0","5","0","5","0.4","112","0","1"
"4","0","0","5","0","5","0.4","91","0","4"
"2","0","0","5","0","5","0.4","113","0","1"
"4","0","0","5","0","5","0.4","92","0","4"
"2","0","0","5","0","5","0.4","114","0","1"
"4","0","0","5","0","5","0.4","93","0","4"
"2","0","0","5","0","5","0.4","115","0","1"
"2","0","0","5","0","5","0.4","116","0","1"
"4","0","0","5","0","5","0.4","94","0","4"
"2","0","0","5","0","5","0.4","117","0","1"
"4","0","0","5","0","5","0.4","95","0","4"
"2","0","0","5","0","5","0.4","118","0","1"
"4","0","0","5","0","5","0.4","96","0","4"
"2","0","0","5","0","5","0.4","119","0","1"
"2","0","0","5","0","5","0.4","120","0","1"
"4","0","0","5","0","5","0.4","97","0","4"
"2","0","0","5","0","5","0.4","121","0","1"
"2","0","0","5","0","5","0.4","122","0","1"
"4","0","0","5","0","5","0.4","98","0","4"
"5","0","0","5","0","5","0.4","0","5","5"
"2","0","0","5","0","5","0.4","123","0","1"
"4","0","0","5","0","5","0.4","99","0","4"
"2","0","0","5","0","5","0.4","124","0","1"
"5","0","0","5","0","5","0.4","1","5","5"
"2","0","0","5","0","5","0.4","125","0","1"
"2","0","0","5","0","5","0.4","126","0","1"
"4","0","0","5","0","5","0.4","100","0","2"
"4","0","0","5","0","5","0.4","101","0","2"
"5","0","0","5","0","5","0.4","2","5","5"
"4","0","0","5","0","5","0.4","102","0","2"
"4","0","0","5","0","5","0.4","103","0","2"
"5","0","0","5","0","5","0.4","3","5","5"
"4","0","0","5","0","5","0.4","104","0","2"
"4","0","0","5","0","5","0.4","105","0","2"
"5","0","0","5","0","5","0.4","4","5","5"
"4","0","0","5","0","5","0.4","106","0","2"
"4","0","0","5","0","5","0.4","107","0","2"
"5","0","0","5","0","5","0.4","5","5","5"
"4","0","0","5","0","5","0.4","108","0","2"
"4","0","0","5","0","5","0.4","109","0","1"
"5","0","0","5","0","5","0.4","6","5","4"
"6","0","0","5","0","5","0.4","0","5","5"
"4","0","0","5","0","5","0.4","110","0","1"
"4","0","0","5","0","5","0.4","111","0","1"
"5","0","0","5","0","5","0.4","7","5","4"
"4","0","0","5","0","5","0.4","112","0","1"
"6","0","0","5","0","5","0.4","1","5","5"
"4","0","0","5","0","5","0.4","113","0","1"
"6","0","0","5","0","5","0.4","2","3","5"
"5","0","0","5","0","5","0.4","8","5","4"
"5","0","0","5","0","5","0.4","9","5","4"
"6","0","0","5","0","5","0.4","3","3","5"
"5","0","0","5","0","5","0.4","10","5","4"
"5","0","0","5","0","5","0.4","11","5","4"
"6","0","0","5","0","5","0.4","4","3","5"
"6","0","0","5","0","5","0.4","5","3","5"
"5","0","0","5","0","5","0.4","12","5","4"
"5","0","0","5","0","5","0.4","13","5","4"
"6","0","0","5","0","5","0.4","6","3","5"
"5","0","0","5","0","5","0.4","14","5","4"
"6","0","0","5","0","5","0.4","7","3","5"
"6","0","0","5","0","5","0.4","8","3","5"
"5","0","0","5","0","5","0.4","15","5","4"
"7","0","0","5","0","5","0.4","0","5","5"
"6","0","0","5","0","5","0.4","9","3","5"
"5","0","0","5","0","5","0.4","16","5","4"
"6","0","0","5","0","5","0.4","10","3","5"
"7","0","0","5","0","5","0.4","1","5","5"
"5","0","0","5","0","5","0.4","17","5","4"
"6","0","0","5","0","5","0.4","11","3","5"
"5","0","0","5","0","5","0.4","18","5","4"
"7","0","0","5","0","5","0.4","2","5","5"
"6","0","0","5","0","5","0.4","12","3","5"
"7","0","0","5","0","5","0.4","3","5","5"
"5","0","0","5","0","5","0.4","19","5","4"
"6","0","0","5","0","5","0.4","13","3","5"
"5","0","0","5","0","5","0.4","20","5","3"
"7","0","0","5","0","5","0.4","4","5","5"
"6","0","0","5","0","5","0.4","14","3","5"
"5","0","0","5","0","5","0.4","21","5","3"
"5","0","0","5","0","5","0.4","22","5","3"
"6","0","0","5","0","5","0.4","15","3","5"
"5","0","0","5","0","5","0.4","23","5","3"
"6","0","0","5","0","5","0.4","16","3","5"
"7","0","0","5","0","5","0.4","5","4","5"
"6","0","0","5","0","5","0.4","17","3","5"
"5","0","0","5","0","5","0.4","24","5","3"
"6","0","0","5","0","5","0.4","18","3","5"
"7","0","0","5","0","5","0.4","6","4","5"
"5","0","0","5","0","5","0.4","25","5","3"
"7","0","0","5","0","5","0.4","7","4","5"
"6","0","0","5","0","5","0.4","19","3","4"
"5","0","0","5","0","5","0.4","26","5","3"
"7","0","0","5","0","5","0.4","8","4","5"
"6","0","0","5","0","5","0.4","20","3","4"
"5","0","0","5","0","5","0.4","27","5","3"
"7","0","0","5","0","5","0.4","9","4","5"
"6","0","0","5","0","5","0.4","21","3","4"
"7","0","0","5","0","5","0.4","10","4","5"
"5","0","0","5","0","5","0.4","28","5","3"
"6","0","0","5","0","5","0.4","22","3","4"
"6","0","0","5","0","5","0.4","23","3","4"
"7","0","0","5","0","5","0.4","11","4","5"
"5","0","0","5","0","5","0.4","29","5","3"
"6","0","0","5","0","5","0.4","24","3","4"
"7","0","0","5","0","5","0.4","12","3","5"
"5","0","0","5","0","5","0.4","30","5","3"
"6","0","0","5","0","5","0.4","25","2","4"
"7","0","0","5","0","5","0.4","13","3","5"
"5","0","0","5","0","5","0.4","31","5","3"
"5","0","0","5","0","5","0.4","32","5","3"
"6","0","0","5","0","5","0.4","26","2","4"
"5","0","0","5","0","5","0.4","33","5","3"
"7","0","0","5","0","5","0.4","14","3","5"
"6","0","0","5","0","5","0.4","27","1","4"
"6","0","0","5","0","5","0.4","28","1","4"
"7","0","0","5","0","5","0.4","15","3","5"
"5","0","0","5","0","5","0.4","34","5","3"
"6","0","0","5","0","5","0.4","29","1","4"
"5","0","0","5","0","5","0.4","35","5","3"
"7","0","0","5","0","5","0.4","16","3","5"
"6","0","0","5","0","5","0.4","30","1","4"
"6","0","0","5","0","5","0.4","31","1","4"
"5","0","0","5","0","5","0.4","36","5","3"
"7","0","0","5","0","5","0.4","17","3","5"
"6","0","0","5","0","5","0.4","32","1","4"
"5","0","0","5","0","5","0.4","37","4","3"
"7","0","0","5","0","5","0.4","18","3","5"
"6","0","0","5","0","5","0.4","33","1","4"
"7","0","0","5","0","5","0.4","19","3","5"
"6","0","0","5","0","5","0.4","34","1","4"
"5","0","0","5","0","5","0.4","38","4","3"
"6","0","0","5","0","5","0.4","35","1","4"
"7","0","0","5","0","5","0.4","20","3","5"
"5","0","0","5","0","5","0.4","39","4","3"
"7","0","0","5","0","5","0.4","21","3","5"
"6","0","0","5","0","5","0.4","36","1","4"
"7","0","0","5","0","5","0.4","22","3","5"
"5","0","0","5","0","5","0.4","40","4","3"
"6","0","0","5","0","5","0.4","37","1","4"
"5","0","0","5","0","5","0.4","41","4","3"
"7","0","0","5","0","5","0.4","23","3","5"
"6","0","0","5","0","5","0.4","38","1","4"
"5","0","0","5","0","5","0.4","42","4","3"
"7","0","0","5","0","5","0.4","24","3","5"
"6","0","0","5","0","5","0.4","39","1","4"
"5","0","0","5","0","5","0.4","43","4","3"
"6","0","0","5","0","5","0.4","40","1","4"
"5","0","0","5","0","5","0.4","44","4","3"
"6","0","0","5","0","5","0.4","41","1","4"
"5","0","0","5","0","5","0.4","45","4","3"
"7","0","0","5","0","5","0.4","25","3","4"
"6","0","0","5","0","5","0.4","42","1","4"
"7","0","0","5","0","5","0.4","26","3","4"
"5","0","0","5","0","5","0.4","46","4","3"
"6","0","0","5","0","5","0.4","43","1","4"
"7","0","0","5","0","5","0.4","27","3","4"
"5","0","0","5","0","5","0.4","47","4","3"
"7","0","0","5","0","5","0.4","28","3","4"
"5","0","0","5","0","5","0.4","48","4","3"
"6","0","0","5","0","5","0.4","44","1","3"
"7","0","0","5","0","5","0.4","29","3","4"
"5","0","0","5","0","5","0.4","49","4","3"
"7","0","0","5","0","5","0.4","30","3","4"
"6","0","0","5","0","5","0.4","45","1","3"
"5","0","0","5","0","5","0.4","50","4","3"
"6","0","0","5","0","5","0.4","46","1","3"
"7","0","0","5","0","5","0.4","31","2","4"
"5","0","0","5","0","5","0.4","51","4","3"
"7","0","0","5","0","5","0.4","32","2","4"
"6","0","0","5","0","5","0.4","47","1","3"
"5","0","0","5","0","5","0.4","52","4","3"
"6","0","0","5","0","5","0.4","48","1","3"
"7","0","0","5","0","5","0.4","33","2","4"
"5","0","0","5","0","5","0.4","53","4","3"
"6","0","0","5","0","5","0.4","49","0","3"
"7","0","0","5","0","5","0.4","34","2","4"
"5","0","0","5","0","5","0.4","54","4","3"
"7","0","0","5","0","5","0.4","35","2","4"
"6","0","0","5","0","5","0.4","50","0","3"
"7","0","0","5","0","5","0.4","36","2","4"
"5","0","0","5","0","5","0.4","55","3","2"
"5","0","0","5","0","5","0.4","56","3","2"
"6","0","0","5","0","5","0.4","51","0","2"
"5","0","0","5","0","5","0.4","57","3","2"
"6","0","0","5","0","5","0.4","52","0","2"
"7","0","0","5","0","5","0.4","37","2","4"
"6","0","0","5","0","5","0.4","53","0","2"
"5","0","0","5","0","5","0.4","58","3","2"
"5","0","0","5","0","5","0.4","59","3","2"
"6","0","0","5","0","5","0.4","54","0","2"
"6","0","0","5","0","5","0.4","55","0","2"
"5","0","0","5","0","5","0.4","60","3","2"
"7","0","0","5","0","5","0.4","38","2","4"
"6","0","0","5","0","5","0.4","56","0","2"
"5","0","0","5","0","5","0.4","61","3","2"
"7","0","0","5","0","5","0.4","39","2","4"
"6","0","0","5","0","5","0.4","57","0","2"
"5","0","0","5","0","5","0.4","62","3","2"
"7","0","0","5","0","5","0.4","40","2","4"
"6","0","0","5","0","5","0.4","58","0","2"
"5","0","0","5","0","5","0.4","63","3","2"
"5","0","0","5","0","5","0.4","64","3","2"
"6","0","0","5","0","5","0.4","59","0","2"
"7","0","0","5","0","5","0.4","41","2","4"
"5","0","0","5","0","5","0.4","65","3","2"
"7","0","0","5","0","5","0.4","42","2","4"
"6","0","0","5","0","5","0.4","60","0","2"
"6","0","0","5","0","5","0.4","61","0","2"
"5","0","0","5","0","5","0.4","66","3","2"
"7","0","0","5","0","5","0.4","43","2","4"
"6","0","0","5","0","5","0.4","62","0","2"
"5","0","0","5","0","5","0.4","67","3","2"
"7","0","0","5","0","5","0.4","44","2","4"
"5","0","0","5","0","5","0.4","68","3","2"
"7","0","0","5","0","5","0.4","45","2","4"
"5","0","0","5","0","5","0.4","69","3","2"
"6","0","0","5","0","5","0.4","63","0","2"
"7","0","0","5","0","5","0.4","46","2","4"
"6","0","0","5","0","5","0.4","64","0","2"
"5","0","0","5","0","5","0.4","70","3","2"
"7","0","0","5","0","5","0.4","47","2","4"
"6","0","0","5","0","5","0.4","65","0","2"
"6","0","0","5","0","5","0.4","66","0","2"
"7","0","0","5","0","5","0.4","48","2","4"
"5","0","0","5","0","5","0.4","71","3","2"
"7","0","0","5","0","5","0.4","49","2","4"
"6","0","0","5","0","5","0.4","67","0","2"
"5","0","0","5","0","5","0.4","72","3","2"
"7","0","0","5","0","5","0.4","50","2","4"
"6","0","0","5","0","5","0.4","68","0","2"
"6","0","0","5","0","5","0.4","69","0","2"
"5","0","0","5","0","5","0.4","73","3","2"
"7","0","0","5","0","5","0.4","51","2","4"
"6","0","0","5","0","5","0.4","70","0","2"
"7","0","0","5","0","5","0.4","52","2","4"
"5","0","0","5","0","5","0.4","74","3","2"
"6","0","0","5","0","5","0.4","71","0","2"
"5","0","0","5","0","5","0.4","75","3","2"
"7","0","0","5","0","5","0.4","53","2","4"
"6","0","0","5","0","5","0.4","72","0","2"
"5","0","0","5","0","5","0.4","76","3","2"
"6","0","0","5","0","5","0.4","73","0","2"
"7","0","0","5","0","5","0.4","54","1","4"
"7","0","0","5","0","5","0.4","55","1","4"
"6","0","0","5","0","5","0.4","74","0","2"
"6","0","0","5","0","5","0.4","75","0","2"
"5","0","0","5","0","5","0.4","77","3","2"
"7","0","0","5","0","5","0.4","56","1","4"
"6","0","0","5","0","5","0.4","76","0","2"
"5","0","0","5","0","5","0.4","78","3","2"
"7","0","0","5","0","5","0.4","57","1","4"
"6","0","0","5","0","5","0.4","77","0","2"
"7","0","0","5","0","5","0.4","58","1","4"
"5","0","0","5","0","5","0.4","79","3","2"
"6","0","0","5","0","5","0.4","78","0","2"
"7","0","0","5","0","5","0.4","59","1","4"
"6","0","0","5","0","5","0.4","79","0","2"
"5","0","0","5","0","5","0.4","80","3","2"
"6","0","0","5","0","5","0.4","80","0","2"
"7","0","0","5","0","5","0.4","60","1","4"
"6","0","0","5","0","5","0.4","81","0","2"
"5","0","0","5","0","5","0.4","81","3","2"
"7","0","0","5","0","5","0.4","61","1","4"
"6","0","0","5","0","5","0.4","82","0","2"
